accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,top3_accuracy,top5_accuracy
98.40432060881305,98.04610898944978,97.33618122481751,97.62823202080298,98.42609917780632,98.40432060881305,98.39199914206233,99.91407880201301,99.97545108628944
